"","forecast_date","target","target_end_date","location","type","quantile","value"
"75%...40","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AR","quantile",0.75,0
"80%...41","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AR","quantile",0.8,0
"85%...42","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AR","quantile",0.85,0
"90%...43","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AR","quantile",0.9,0
"95%...44","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AR","quantile",0.95,1
"97.5%...45","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AR","quantile",0.975,1
"99%...46","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AR","quantile",0.99,1
"1%...47","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.01,0
"2.5%...48","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.025,0
"5%...49","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.05,0
"10%...50","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.1,0
"15%...51","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.15,0
"20%...52","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.2,0
"25%...53","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.25,0
"30%...54","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.3,0
"35%...55","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.35,0
"40%...56","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.4,0
"45%...57","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.45,0
"50%...58","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.5,0
"55%...59","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.55,0
"60%...60","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.6,0
"65%...61","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.65,0
"70%...62","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.7,1
"75%...63","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.75,1
"80%...64","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.8,2
"85%...65","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.85,4.15
"90%...66","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.9,7.2
"95%...67","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.95,10
"97.5%...68","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.975,11.525
"99%...69","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"AZ","quantile",0.99,12.13
"1%...70","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.01,0
"2.5%...71","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.025,0
"5%...72","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.05,0
"10%...73","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.1,0
"15%...74","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.15,0
"20%...75","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.2,0
"25%...76","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.25,0
"30%...77","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.3,0
"35%...78","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.35,0
"40%...79","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.4,0
"45%...80","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.45,0
"50%...81","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.5,0
"55%...82","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.55,0
"60%...83","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.6,0
"65%...84","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.65,0
"70%...85","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.7,0
"75%...86","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.75,0
"80%...87","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.8,0
"85%...88","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.85,0
"90%...89","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.9,0
"95%...90","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.95,0
"97.5%...91","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.975,0
"99%...92","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CA","quantile",0.99,0
"1%...93","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.01,0
"2.5%...94","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.025,0
"5%...95","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.05,0
"10%...96","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.1,0
"15%...97","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.15,0
"20%...98","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.2,0
"25%...99","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.25,0
"30%...100","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.3,0
"35%...101","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.35,0
"40%...102","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.4,0
"45%...103","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.45,0
"50%...104","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.5,0
"55%...105","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.55,0
"60%...106","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.6,0
"65%...107","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.65,0
"70%...108","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.7,0
"75%...109","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.75,0
"80%...110","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.8,0
"85%...111","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.85,0
"90%...112","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.9,0
"95%...113","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.95,0
"97.5%...114","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.975,0
"99%...115","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CO","quantile",0.99,1
"...116","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.01,0
"...117","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.025,0
"...118","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.05,0
"...119","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.1,0
"...120","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.15,0
"...121","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.2,0
"...122","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.25,0
"...123","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.3,0
"...124","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.35,0
"...125","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.4,0
"...126","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.45,0
"...127","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.5,0
"...128","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.55,0
"...129","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.6,0
"...130","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.65,0
"...131","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.7,0
"...132","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.75,0
"...133","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.8,0
"...134","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.85,0
"...135","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.9,0
"...136","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.95,0
"...137","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.975,0
"...138","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"CT","quantile",0.99,0
"1%...139","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.01,0
"2.5%...140","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.025,0
"5%...141","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.05,0
"10%...142","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.1,0
"15%...143","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.15,0
"20%...144","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.2,0
"25%...145","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.25,0
"30%...146","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.3,0
"35%...147","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.35,0
"40%...148","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.4,0
"45%...149","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.45,0
"50%...150","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.5,0
"55%...151","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.55,0
"60%...152","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.6,0
"65%...153","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.65,0
"70%...154","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.7,0
"75%...155","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.75,0
"80%...156","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.8,0
"85%...157","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.85,0
"90%...158","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.9,0
"95%...159","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.95,0
"97.5%...160","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.975,1
"99%...161","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DC","quantile",0.99,1
"...162","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.01,0
"...163","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.025,0
"...164","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.05,0
"...165","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.1,0
"...166","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.15,0
"...167","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.2,0
"...168","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.25,0
"...169","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.3,0
"...170","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.35,0
"...171","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.4,0
"...172","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.45,0
"...173","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.5,0
"...174","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.55,0
"...175","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.6,0
"...176","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.65,0
"...177","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.7,0
"...178","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.75,0
"...179","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.8,0
"...180","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.85,0
"...181","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.9,0
"...182","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.95,0
"...183","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.975,0
"...184","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"DE","quantile",0.99,0
"1%...185","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.01,0
"2.5%...186","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.025,0
"5%...187","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.05,0
"10%...188","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.1,0
"15%...189","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.15,0
"20%...190","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.2,0
"25%...191","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.25,0
"30%...192","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.3,0
"35%...193","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.35,0
"40%...194","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.4,0
"45%...195","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.45,0
"50%...196","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.5,0
"55%...197","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.55,0
"60%...198","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.6,0
"65%...199","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.65,0
"70%...200","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.7,0
"75%...201","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.75,0
"80%...202","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.8,0
"85%...203","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.85,0
"90%...204","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.9,1
"95%...205","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.95,1
"97.5%...206","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.975,1
"99%...207","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"FL","quantile",0.99,1
"1%...208","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.01,0
"2.5%...209","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.025,0
"5%...210","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.05,0
"10%...211","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.1,0
"15%...212","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.15,0
"20%...213","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.2,0
"25%...214","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.25,0
"30%...215","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.3,0
"35%...216","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.35,0
"40%...217","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.4,0
"45%...218","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.45,0
"50%...219","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.5,0
"55%...220","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.55,0
"60%...221","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.6,0
"65%...222","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.65,0
"70%...223","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.7,0
"75%...224","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.75,0
"80%...225","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.8,0
"85%...226","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.85,0
"90%...227","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.9,0
"95%...228","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.95,0
"97.5%...229","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.975,0.525
"99%...230","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"GA","quantile",0.99,1
"1%...231","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.01,0
"2.5%...232","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.025,0
"5%...233","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.05,0
"10%...234","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.1,0
"15%...235","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.15,0
"20%...236","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.2,0
"25%...237","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.25,0
"30%...238","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.3,0
"35%...239","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.35,0
"40%...240","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.4,0
"45%...241","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.45,0
"50%...242","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.5,0
"55%...243","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.55,0
"60%...244","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.6,0
"65%...245","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.65,0
"70%...246","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.7,0
"75%...247","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.75,0
"80%...248","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.8,0
"85%...249","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.85,0
"90%...250","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.9,1
"95%...251","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.95,1
"97.5%...252","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.975,1
"99%...253","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IA","quantile",0.99,1
"...254","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.01,0
"...255","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.025,0
"...256","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.05,0
"...257","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.1,0
"...258","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.15,0
"...259","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.2,0
"...260","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.25,0
"...261","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.3,0
"...262","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.35,0
"...263","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.4,0
"...264","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.45,0
"...265","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.5,0
"...266","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.55,0
"...267","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.6,0
"...268","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.65,0
"...269","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.7,0
"...270","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.75,0
"...271","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.8,0
"...272","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.85,0
"...273","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.9,0
"...274","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.95,0
"...275","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.975,0
"...276","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"ID","quantile",0.99,0
"1%...277","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IL","quantile",0.01,0
"2.5%...278","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IL","quantile",0.025,0
"5%...279","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IL","quantile",0.05,0
"10%...280","2023-04-30","May WNV neuroinvasive disease cases",2023-05-31,"IL","quantile",0.1,0
