location,forecast_date,target_end_date,type,target,quantile,value
Colorado,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,46
Colorado,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,99
Colorado,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,182
Colorado,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,344
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,0
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,1
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,1
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,1
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,2
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,2
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,3
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,5
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,10
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,20
Connecticut,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,42
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,0
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,1
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,1
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,1
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,1
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,2
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,3
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,7
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,11
District of Columbia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,25
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,0
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,1
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,1
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,2
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,4
Delaware,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,7
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,0
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,1
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,1
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,1
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,2
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,2
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,3
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,4
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,6
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,9
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,19
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,36
Florida,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,74
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,0
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,1
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,1
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,1
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,2
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,2
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,3
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,4
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,6
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,8
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,12
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,18
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,38
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,70
Georgia,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,134
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,0
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,1
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,1
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,1
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,2
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,2
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,3
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,4
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,5
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,7
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,10
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,15
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,30
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,52
Iowa,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,102
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,0
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,1
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,1
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,1
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,1
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,2
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,3
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,4
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,9
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,16
Idaho,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,32
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,1
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,1
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,1
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,2
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,3
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,3
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.5,4
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.55,6
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.6,7
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.65,9
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.7,12
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.75,16
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.8,22
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.85,33
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.9,52
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.95,104
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.975,196
Illinois,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.99,433
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.01,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.025,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.05,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.1,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.15,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.2,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.25,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.3,0
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.35,1
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.4,1
Indiana,2023-06-30,2023-07-31,quantile,July WNV neuroinvasive disease cases,0.45,1
