location,forecast_date,target_end_date,type,target,quantile,value
Arkansas,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,3
Arkansas,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,5
Arkansas,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,7
Arkansas,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,15
Arkansas,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,26
Arkansas,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,52
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,1
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,1
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,2
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,3
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,4
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,5
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,7
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,9
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,12
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,15
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,20
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,26
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,34
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,46
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,65
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,96
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,158
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,331
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,629
California,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,1309
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,1
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,1
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,2
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,2
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,3
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,3
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,4
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,6
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,8
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,10
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,14
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,21
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,33
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,68
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,125
Colorado,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,259
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,0
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,1
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,1
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,1
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,2
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,2
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,4
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,8
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,14
Connecticut,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,28
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,0
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,1
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,2
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,3
Delaware,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,5
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,0
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,1
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,1
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,2
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,3
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,6
District of Columbia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,11
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,1
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,1
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,1
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,2
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,2
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,3
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,4
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,6
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,10
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,21
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,38
Florida,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,80
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,0
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,1
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,1
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,1
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,2
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,2
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,3
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,5
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,7
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,14
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,25
Georgia,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,51
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,0
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,1
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,1
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,1
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,2
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,2
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,3
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,4
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,7
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,13
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,24
Idaho,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,49
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,1
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,1
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,1
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,2
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,2
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,3
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,3
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,4
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,6
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,8
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,11
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,16
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,25
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,50
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,92
Illinois,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,179
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.5,1
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.55,1
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.6,1
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.65,1
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.7,2
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.75,2
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.8,3
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.85,5
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.9,7
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.95,14
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.975,25
Indiana,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.99,51
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.01,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.025,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.05,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.1,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.15,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.2,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.25,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.3,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.35,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.4,0
Iowa,2023-10-31,2023-10-31,quantile,October WNV neuroinvasive disease cases,0.45,0
